iter	Logloss
246	0.595776987
247	0.5954955553
248	0.5950496226
249	0.5948408487
250	0.5946960095
251	0.5943171745
252	0.5940953162
253	0.5939029119
254	0.5936370145
255	0.5933527715
256	0.5931165948
257	0.5929388601
258	0.592587031
259	0.5923597797
260	0.5920823993
261	0.5918876941
262	0.5914791409
263	0.5911254462
264	0.5907364142
265	0.5905617052
266	0.5901870295
267	0.5898761379
268	0.589727567
269	0.5894957392
270	0.5892636626
271	0.5890236455
272	0.5887927034
273	0.5884966503
274	0.5883382904
275	0.5880659962
276	0.5878746224
277	0.5876150166
278	0.5874398814
279	0.5871606181
280	0.5868288418
281	0.5866402408
282	0.586384023
283	0.5860584892
284	0.5859461146
285	0.5857488411
286	0.585309982
287	0.5850932754
288	0.5849236015
289	0.5847388065
290	0.5844899642
291	0.5843696611
292	0.584214149
293	0.5839224197
294	0.5836957071
295	0.5834943667
296	0.5832308122
297	0.5830320525
298	0.5827471176
299	0.5823674136
300	0.5820562623
301	0.5818245023
302	0.5815420639
303	0.5813613941
304	0.580941787
305	0.5807521741
306	0.5805301402
307	0.5802285059
308	0.5799392958
309	0.5797727042
310	0.5795722577
311	0.5793068938
312	0.5791429232
313	0.5790338766
314	0.5788038706
315	0.5786131651
316	0.5784976505
317	0.5783088623
318	0.5780620872
319	0.5778313914
320	0.5776527915
321	0.5775118478
322	0.5772265729
323	0.576805899
324	0.5765675318
325	0.5763546751
326	0.5761271506
327	0.5758565296
328	0.5756856632
329	0.5755248745
330	0.5752856259
331	0.5751330437
332	0.5749759276
333	0.5748125603
334	0.5746621046
335	0.5744093916
336	0.5742080262
337	0.57409365
338	0.5739043437
339	0.5736995432
340	0.5733769726
341	0.5731856777
342	0.5730205511
343	0.572656716
344	0.5725140275
345	0.5723467139
346	0.5719972493
347	0.5717044503
348	0.5715029599
349	0.5713334032
350	0.5710055414
351	0.5708430415
352	0.5706031665
353	0.5704513534
354	0.5702658221
355	0.5701553867
356	0.5699661902
357	0.5698382448
358	0.5697331804
359	0.569474986
360	0.569197148
361	0.5690586402
362	0.5687861307
363	0.5686109141
364	0.5683563156
365	0.5682586816
366	0.5681572425
367	0.5680391299
368	0.5677651607
369	0.5675941672
370	0.5674002267
371	0.567262842
372	0.56702915
373	0.56679154
374	0.5666639039
375	0.56629615
376	0.5660797187
377	0.5659132533
378	0.5655874853
379	0.565423399
380	0.5651666378
381	0.5649260076
382	0.5647391018
383	0.5645926958
384	0.5644103021
385	0.5642602818
386	0.5640578314
387	0.5638405112
388	0.5636603824
389	0.5634438605
390	0.5631900003
391	0.5628316137
392	0.5626740379
393	0.5624748364
394	0.5622709503
395	0.5619815639
396	0.5618594536
397	0.5616434845
398	0.5614043859
399	0.5612962268
400	0.5610414438
401	0.560682794
402	0.5605895935
403	0.5604137757
404	0.5602880815
405	0.5600735519
406	0.5598750232
407	0.5596009857
408	0.5594192289
409	0.5592259562
410	0.5590049517
411	0.5588613725
412	0.558675247
413	0.5585531055
414	0.558361654
415	0.5581317675
416	0.557957065
417	0.5577836891
418	0.5575936538
419	0.5574450105
420	0.5573282851
421	0.5570711054
422	0.5569067908
423	0.5566389037
424	0.5563033639
425	0.5560776287
426	0.5558201892
427	0.5555494893
428	0.5553164282
429	0.555072162
430	0.5548015164
431	0.5545752104
432	0.5543576734
433	0.5541337496
434	0.553825672
435	0.5536616422
436	0.5535235029
437	0.5533422016
438	0.5531151751
439	0.5528640017
440	0.552696854
441	0.5523592104
442	0.5521008505
443	0.5519748172
444	0.5516730185
445	0.5515464116
446	0.5513943135
447	0.5511318886
448	0.5508828297
449	0.5505584552
450	0.5504441804
451	0.5502867339
452	0.5501690313
453	0.5499929437
454	0.5496744914
455	0.5494886792
456	0.5494041848
457	0.5491321763
458	0.5489510883
459	0.5487908158
460	0.5486017251
461	0.5483204337
462	0.5481506074
463	0.5480266834
464	0.5478105969
465	0.5475968548
466	0.5474223056
467	0.5472553903
468	0.5470550066
469	0.5468861575
470	0.5466757035
471	0.5464975652
472	0.5463032552
473	0.5459959977
474	0.5458214372
475	0.5456671138
476	0.5455542833
477	0.545293115
478	0.545113159
479	0.5448921172
480	0.5446221927
481	0.5443693443
482	0.5441356587
483	0.5439312611
484	0.543639553
485	0.5434421606
486	0.5432111706
487	0.5430666889
488	0.5428232396
489	0.5426228409
490	0.5424942344
491	0.5422758043
492	0.5420035621
493	0.5417571427
494	0.5415186447
495	0.5412902144
496	0.5411471976
497	0.5410360702
498	0.540827714
499	0.5406505944
500	0.5403935797
501	0.5400969498
502	0.5399130797
503	0.5397869079
504	0.5396561307
505	0.5395078496
506	0.5391906728
507	0.5389029536
508	0.5388229999
509	0.5385957748
510	0.5383840322
511	0.538178433
512	0.5378945175
513	0.5377616024
514	0.537517096
515	0.5372456406
516	0.537074351
517	0.5368892852
518	0.5366628584
519	0.5365008388
520	0.5363627147
521	0.536148912
522	0.5359504215
523	0.5356245198
524	0.5353357333
525	0.535213498
526	0.5349560795
527	0.5347421369
528	0.5345513257
529	0.5343218005
530	0.5339050427
531	0.5335619508
532	0.5333448092
533	0.5331859801
534	0.5330087694
535	0.532814292
536	0.5326679915
537	0.5324482376
538	0.53216603
539	0.5319800326
540	0.5317786435
541	0.5315886062
542	0.5314641035
543	0.5312315366
544	0.5311320288
545	0.5309558871
546	0.5308686972
547	0.5307297515
548	0.5305708306
549	0.5303611532
550	0.5301555626
551	0.5298459204
552	0.5295421797
553	0.5293821538
554	0.5290721557
555	0.5288904744
556	0.5287287854
557	0.5285998541
558	0.5283660088
559	0.5281219282
560	0.5280286304
561	0.527850787
562	0.5277483986
563	0.5276339368
564	0.5272929803
565	0.5270703242
566	0.5268948851
567	0.5267259393
568	0.5264540366
569	0.5262649441
570	0.5261083281
571	0.5259389358
572	0.5256516437
573	0.5254739164
574	0.5252014838
575	0.5250114731
576	0.5247828402
577	0.5246039297
578	0.5243627179
579	0.5241284866
580	0.5240298325
581	0.5238515242
582	0.5237341425
583	0.5235526364
584	0.5233017706
585	0.5232052188
586	0.5230271679
587	0.5228715849
588	0.5227527703
589	0.5225589137
590	0.5224491948
591	0.5223023339
592	0.5221720328
593	0.52193331
594	0.5217241483
595	0.5215170924
596	0.5213986196
597	0.521244909
598	0.5210027595
599	0.5208636357
600	0.5205909935
601	0.5203790717
602	0.520190496
603	0.5200478994
604	0.5199247134
605	0.5196778222
606	0.5195085099
607	0.5192795828
608	0.5188581297
609	0.5186840879
610	0.5185119923
611	0.5183067742
612	0.5180722916
613	0.5178525001
614	0.5177398117
615	0.51742643
616	0.5172341386
617	0.5170073314
618	0.5167301889
619	0.5165123224
620	0.5162566784
621	0.5160225704
622	0.5157850967
623	0.5155651228
624	0.5154504013
625	0.5153134009
626	0.5149476
627	0.5147979353
628	0.5146658217
629	0.5145252044
630	0.5143291709
631	0.5141466201
632	0.5138767534
633	0.513644293
634	0.5134497659
635	0.5133072954
636	0.5131413437
637	0.5129417554
638	0.5127261318
639	0.5124685568
640	0.5123041126
641	0.5121223512
642	0.5119397075
643	0.5118152084
644	0.511654604
645	0.511484173
646	0.5113475013
647	0.5112225179
648	0.5110394299
649	0.5107959648
650	0.5106417752
651	0.5104659601
652	0.5101192263
653	0.5099277498
654	0.509764734
655	0.5096070485
656	0.5093459126
657	0.5091700741
658	0.5089371603
659	0.5085882827
660	0.5084112238
661	0.508252563
662	0.5080507273
663	0.5079346726
664	0.507749093
665	0.5075477965
666	0.5073472432
667	0.5070880865
668	0.5067862783
669	0.5065855827
670	0.5064633059
671	0.5063266513
672	0.5060507001
673	0.5058484244
674	0.5056276831
675	0.505362564
676	0.5051523617
677	0.5049565893
678	0.5047557064
679	0.5046016397
680	0.5044062684
681	0.5042366045
682	0.5040154291
683	0.5036886046
684	0.5035348325
685	0.5032938538
686	0.503120061
687	0.5028726508
688	0.5027204546
689	0.5025027113
690	0.502265956
691	0.5019608856
692	0.5017235472
693	0.5016527602
694	0.5014578352
695	0.5013394593
696	0.5010824552
697	0.5009267672
698	0.500757571
699	0.5006670827
700	0.5003972584
701	0.5001246586
702	0.4999584739
703	0.4998319523
704	0.4997328605
705	0.499578699
706	0.4993873
707	0.4991837144
708	0.4989589595
709	0.4987742928
710	0.4985095418
711	0.4983478572
712	0.4981847971
713	0.4980968291
714	0.4979286342
715	0.4977618405
716	0.4975530627
717	0.4972668955
718	0.4971876882
719	0.4970220665
720	0.4967672082
721	0.4965737683
722	0.4963965969
723	0.4962055742
724	0.4960246102
725	0.4959421357
726	0.4957233365
727	0.4956357334
728	0.495516374
729	0.4954165073
730	0.49514582
731	0.4949400344
732	0.494624214
733	0.4944526923
734	0.4943208799
735	0.4941284829
736	0.4938335514
737	0.4935846763
738	0.4934423511
739	0.4933486568
740	0.4931864595
741	0.4928099098
742	0.4926172268
743	0.4923790159
744	0.492219228
745	0.4921474897
746	0.4919678577
747	0.4917854188
748	0.4915302489
749	0.4913393538
750	0.491072674
751	0.490870613
752	0.4906653297
753	0.4905128832
754	0.4902898611
755	0.4901081317
756	0.4899362837
757	0.4898399866
758	0.4896180292
759	0.4894651222
760	0.4892189353
761	0.4890069864
762	0.4887518541
763	0.488543867
764	0.4883518329
765	0.488191736
766	0.4880180323
767	0.4877770645
768	0.4875007913
769	0.4872292649
770	0.4870245866
771	0.4867548205
772	0.486586957
773	0.4863209356
774	0.486068729
775	0.4858238943
776	0.4856821063
777	0.4855014408
778	0.4852933163
779	0.48505198
780	0.4848640496
781	0.484644636
782	0.4844026824
783	0.4843060937
784	0.4841047443
785	0.4839264067
786	0.4836330127
787	0.4834052211
788	0.4831351788
789	0.4829166732
790	0.4826420708
791	0.4825052125
792	0.4823352186
793	0.4820529114
794	0.4818717405
795	0.4817077694
796	0.4815158767
797	0.481347289
798	0.481153751
799	0.4809129686
800	0.4806702187
801	0.4804150674
802	0.4801941829
803	0.4800780952
804	0.4799555429
805	0.4798232191
806	0.4796460943
807	0.4794202564
808	0.4792267435
809	0.479047645
810	0.4788557379
811	0.4786842384
812	0.4785559974
813	0.4784829104
814	0.4783245034
815	0.4781159982
816	0.4779487714
817	0.477753413
818	0.4774675493
819	0.4772120394
820	0.4770313817
821	0.4769475874
822	0.4767788603
823	0.4765846677
824	0.4763912374
825	0.4762574948
826	0.476069494
827	0.4758636839
828	0.4757201245
829	0.4755568869
830	0.4753501881
831	0.4752318554
832	0.4751566554
833	0.4750516282
834	0.4748720938
835	0.474735006
836	0.4745574905
837	0.4743511428
838	0.4741731749
839	0.4739531809
840	0.4737766575
841	0.4736434115
842	0.4734606527
843	0.4733471835
844	0.4730924353
845	0.4728080909
846	0.4725838143
847	0.472416339
848	0.4722819311
849	0.4720521702
850	0.471823418
851	0.4716360532
852	0.4715146567
853	0.4713742664
854	0.4711457462
855	0.4709773974
856	0.4707784423
857	0.4706160018
858	0.4702441078
859	0.4700417788
860	0.4698229968
861	0.4695495692
862	0.469375321
863	0.4691820249
864	0.4690628155
865	0.4689082683
866	0.4686741458
867	0.4685635234
868	0.4683871363
869	0.468292633
870	0.4680606876
871	0.4678609457
872	0.4677207506
873	0.4674611253
874	0.4672462802
875	0.4671665132
876	0.4668936101
877	0.4667434067
878	0.4665336232
879	0.4662517939
880	0.466082367
881	0.4658690698
882	0.4656905298
883	0.4655102575
884	0.4653105314
885	0.4651435355
886	0.4649676564
887	0.4648032279
888	0.464696967
889	0.464477994
890	0.4643257151
891	0.4641040199
892	0.4639270692
893	0.46371751
894	0.4634213308
895	0.4632097506
896	0.4630916558
897	0.4629118497
898	0.4628051601
899	0.4626432827
900	0.462418493
901	0.4622508748
902	0.4620166124
903	0.461945447
904	0.4617423767
905	0.4615146493
906	0.4613624465
907	0.4612716717
908	0.461159511
909	0.4609610865
910	0.4607750038
911	0.4605461832
912	0.4604006593
913	0.4602398619
914	0.4600659213
915	0.4598705778
916	0.4596907631
917	0.4595060853
918	0.45922128
919	0.4590221304
920	0.4588429457
921	0.4587126358
922	0.45851044
923	0.4582756303
924	0.4580476772
925	0.457854903
926	0.4576036991
927	0.4574999009
928	0.4573315968
929	0.457158153
930	0.4569966646
931	0.4567229317
932	0.4565084788
933	0.4562583227
934	0.4561402075
935	0.4559887964
936	0.4557868262
937	0.455712831
938	0.4554452369
939	0.455294139
940	0.4550918174
941	0.4549247398
942	0.454710094
943	0.4544621285
944	0.4542556511
945	0.4540698812
946	0.4539311144
947	0.4536882489
948	0.4535619119
949	0.4534101409
950	0.4532108685
951	0.4529507157
952	0.4527320332
953	0.4524765498
954	0.4522693403
955	0.4520774774
956	0.451896705
957	0.4518260116
958	0.451674187
959	0.4514747411
960	0.4513110082
961	0.4509806969
962	0.450780433
963	0.4505713458
964	0.4503828366
965	0.4501872666
966	0.4501090363
967	0.4499450699
968	0.4498386818
969	0.4496126142
970	0.4493143879
971	0.4490782561
972	0.448879517
973	0.4486402733
974	0.4484486848
975	0.4482619
976	0.4480367264
977	0.4477978348
978	0.4475421749
979	0.4473941422
980	0.4471219482
981	0.4469561255
982	0.4467289874
983	0.4465894946
984	0.4464171778
985	0.4462529067
986	0.4461060633
987	0.4459409977
988	0.4456845557
989	0.4455616444
990	0.445395275
991	0.4452468628
992	0.4450047511
993	0.4447936928
994	0.4445512771
995	0.4443578546
996	0.4442117122
997	0.444098605
998	0.4438621302
999	0.4437723384
